Player,Year,Games Played,Win Share
Erik Murphy,2014,24,-0.1
Hamady N'Diaye,2014,33,0.1
Steve Nash,2014,1217,130.0
Nemanja Nedović,2014,24,-0.4
Jermaine O'Neal,2014,1011,66.10000000000001
Greg Oden,2014,105,7.3
Daniel Orton,2014,51,1.1
Travis Outlaw,2014,622,16.400000000000002
Dexter Pittman,2014,50,0.4
Josh Powell,2014,316,2.5
Anthony Randolph,2014,252,5.800000000000001
Mustafa Shakur,2014,25,-0.5
Tornike Shengelia,2014,45,-0.1
Chris Singleton,2014,148,2.2
Peyton Siva,2014,24,-0.2
Chris Smith,2014,226,3.2
James Southerland,2014,4,0.0
Tyshawn Taylor,2014,61,-1.0
Hasheem Thabeet,2014,224,4.8
Adonis Thomas,2014,6,0.0
Jamaal Tinsley,2014,547,17.3
Jeremy Tyler,2014,104,0.2
Jarvis Varnado,2014,37,0.7000000000000001
Jan Veselý,2014,162,4.0
Casper Ware,2014,9,0.2
Earl Watson,2014,878,19.200000000000003
Maalik Wayns,2014,29,-0.19999999999999998
D.J. White,2014,138,3.8
Royce White,2014,3,0.0
Chris Wright,2014,35,0.8999999999999999
Josh Akognon,2013,3,0.0
Rodrigue Beaubois,2013,182,4.800000000000001
Kwame Brown,2013,607,20.7
Marcus Camby,2013,973,81.50000000000001
Matt Carroll,2013,459,10.899999999999999
Will Conroy,2013,16,-0.4
Daequan Cook,2013,328,4.9
Eddy Curry,2013,527,21.8
Marquis Daniels,2013,548,16.6
Carlos Delfino,2013,507,22.599999999999998
Justin Dentmon,2013,8,-0.1
DeSagana Diop,2013,601,12.799999999999999
Keyon Dooling,2013,728,18.5
Chris Duhon,2013,606,25.0
Devin Ebanks,2013,63,0.6
Kim English,2013,41,0.2
Mickaël Gelabale,2013,145,3.0
Daniel Gibson,2013,397,15.9
Hamed Haddadi,2013,151,1.6999999999999997
Richard Hamilton,2013,921,62.7
Ben Hansbrough,2013,28,0.2
Terrel Harris,2013,42,-0.5
Lazar Hayward,2013,72,0.3
Cory Higgins,2013,44,-1.3
Grant Hill,2013,1026,99.9
Tyler Honeycutt,2013,24,-0.1
Josh Howard,2013,507,37.9
Juwan Howard,2013,1208,59.4
Jared Jeffries,2013,629,13.3
Charles Jenkins,2013,110,0.5
Ivan Johnson,2013,125,4.5
DeQuan Jones,2013,63,0.1
Dominique Jones,2013,80,0.2
Kevin Jones,2013,32,0.2
Kris Joseph,2013,10,-0.1
Jason Kidd,2013,1391,138.7
Linas Kleiza,2013,409,13.600000000000001
Corey Maggette,2013,827,62.2
Dominic McGuire,2013,342,4.2
Fab Melo,2013,6,0.0
Darko Miličić,2013,468,6.999999999999999
Kevin Murphy,2013,17,-0.3
Troy Murphy,2013,729,50.19999999999999
Lamar Odom,2013,961,77.00000000000003
Tim Ohlbrecht,2013,3,-0.1
Sasha Pavlović,2013,567,6.8
Johan Petro,2013,473,5.6
Mickaël Piétrus,2013,557,19.7
Joel Przybilla,2013,592,23.100000000000005
Chris Quinn,2013,241,5.3
Vladimir Radmanović,2013,737,26.5
Quentin Richardson,2013,783,32.699999999999996
Brandon Roy,2013,326,37.5
Samardo Samuels,2013,109,0.6
Josh Selby,2013,38,-0.7
Nolan Smith,2013,84,-0.8
Jerry Stackhouse,2013,970,52.400000000000006
DeShawn Stevenson,2013,824,12.3
DaJuan Summers,2013,83,-0.09999999999999998
Kurt Thomas,2013,1110,64.39999999999999
Rasheed Wallace,2013,1109,105.1
Luke Walton,2013,564,13.6
Hakim Warrick,2013,526,20.400000000000002
James White,2013,67,0.8
Chris Wilcox,2013,628,26.8
Terrence Williams,2013,153,-0.3
Sam Young,2013,249,5.2
Luke Zeller,2013,16,-0.1
Blake Ahearn,2012,19,-0.1
Solomon Alabi,2012,26,0.0
Morris Almond,2012,38,0.0
Gilbert Arenas,2012,552,51.2
Kelenna Azubuike,2012,208,9.299999999999999
Renaldo Balkman,2012,221,7.1
Tony Battie,2012,837,36.599999999999994
Raja Bell,2012,706,32.599999999999994
Keith Benson,2012,3,0.0
Mike Bibby,2012,1001,73.19999999999999
Earl Boykins,2012,652,26.2
Craig Brackins,2012,17,-0.2
Jon Brockman,2012,150,3.7
Derrick Brown,2012,171,4.6
Derrick Byars,2012,2,0.1
Brian Cardinal,2012,456,15.399999999999999
Anthony Carter,2012,623,10.5
Brian Cook,2012,421,10.1
Erick Dampier,2012,987,52.599999999999994
Baron Davis,2012,835,63.19999999999999
Josh Davis,2012,67,0.8
Eric Dawson,2012,4,0.1
Ike Diogu,2012,225,6.5
Jerome Dyson,2012,9,0.1
Francisco Elson,2012,472,11.8
Andre Emmett,2012,14,0.1
Semih Erden,2012,69,1.7999999999999998
Maurice Evans,2012,562,21.8
Christian Eyenga,2012,51,-0.4
Rudy Fernández,2012,249,14.1
Kyrylo Fesenko,2012,135,0.8999999999999999
Jonny Flynn,2012,163,-1.0999999999999999
Jeff Foote,2012,4,-0.1
Gary Forbes,2012,111,1.7000000000000002
T.J. Ford,2012,429,16.9
Courtney Fortson,2012,10,0.0
Jeff Foster,2012,764,47.500000000000014
Dan Gadzuric,2012,527,15.899999999999999
Sundiata Gaines,2012,113,1.4
Mickell Gladness,2012,26,0.2
Donté Greene,2012,253,1.6
Luke Harangody,2012,70,0.8
Darington Hobson,2012,5,-0.2
Dennis Horner,2012,8,0.0
Larry Hughes,2012,727,32.1
Yi Jianlian,2012,272,3.1000000000000005
Armon Johnson,2012,47,-0.19999999999999998
Carldell Johnson,2012,15,0.0
JaJuan Johnson,2012,36,0.2
Trey Johnson,2012,23,0.0
Jason Kapono,2012,509,10.3
D.J. Kennedy,2012,2,0.0
Travis Leslie,2012,10,0.1
Vernon Macklin,2012,23,0.5
Jamaal Magloire,2012,680,27.7
Tracy McGrady,2012,938,97.3
Brad Miller,2012,868,76.4
Jamario Moon,2012,286,14.3
Mikki Moore,2012,564,22.6
Eduardo Nájera,2012,619,24.7
Andrés Nocioni,2012,514,21.8
Mehmet Okur,2012,634,54.699999999999996
Larry Owens,2012,19,0.30000000000000004
Anthony Parker,2012,494,24.5
Michael Redd,2012,629,55.8
Ryan Reid,2012,5,0.1
Walker Russell,2012,183,-1.1
Brian Scalabrine,2012,520,7.500000000000001
Bobby Simmons,2012,466,20.2
James Singleton,2012,243,8.1
Brian Skinner,2012,608,15.700000000000001
Craig Smith,2012,403,16.0
Jerry Smith,2012,5,0.0
Trey Thompkins,2012,24,0.0
Mychel Thompson,2012,5,-0.2
Edwin Ubiles,2012,4,0.0
Ben Uzoh,2012,60,0.7
Von Wafer,2012,200,3.3
Ben Wallace,2012,1088,93.5
Darryl Watkins,2012,14,-0.1
Delonte West,2012,432,24.4
Jordan Williams,2012,43,1.3
Sean Williams,2012,137,3.0
Shelden Williams,2012,361,9.9
Maurice Ager,2011,82,-1.0
Malik Allen,2011,478,6.800000000000001
David Andersen,2011,103,1.6
Carlos Arroyo,2011,569,20.099999999999998
Marcus Banks,2011,348,6.6000000000000005
Charlie Bell,2011,376,12.5
Derrick Caracter,2011,41,0.3
Rodney Carney,2011,299,6.2
Jarron Collins,2011,542,15.7
Sherron Collins,2011,20,-0.2
Marcus Cousin,2011,4,0.0
Antonio Daniels,2011,872,47.10000000000001
Zabian Dowdell,2011,24,-0.1
Ronald Dupree,2011,157,1.9
Patrick Ewing,2011,1190,126.39999999999999
Joey Graham,2011,377,7.8999999999999995
Stephen Graham,2011,239,1.6
Orien Greene,2011,131,-0.7
Luther Head,2011,348,14.8
Eddie House,2011,717,20.099999999999998
Zydrunas Ilgauskas,2011,843,66.4
D.J. Mbenga,2011,234,2.4000000000000004
Darnell Jackson,2011,138,1.2
Eugene Jeter,2011,62,0.7
Nenad Krstić,2011,419,21.5
Acie Law,2011,188,1.5999999999999999
Gani Lawal,2011,1,0.0
Sean Marks,2011,230,2.6999999999999997
Antonio McDyess,2011,1015,69.8
Pops Mensah-Bonsu,2011,61,0.3
Yao Ming,2011,486,66.0
Shaquille O'Neal,2011,1207,181.60000000000005
Fabricio Oberto,2011,336,13.599999999999998
Morris Peterson,2011,711,35.7
James Posey,2011,864,51.699999999999996
Leon Powe,2011,239,12.0
Theo Ratliff,2011,810,47.8
Andy Rautins,2011,5,-0.2
Quinton Ross,2011,458,7.7
Garret Siler,2011,21,0.1
Joe Smith,2011,1030,60.2
Darius Songaila,2011,495,15.9
Peja Stojaković,2011,804,82.5
Pape Sy,2011,3,0.0
Jermaine Taylor,2011,65,0.2
Etan Thomas,2011,409,14.700000000000001
Al Thornton,2011,296,6.200000000000001
Ime Udoka,2011,316,8.8
Willie Warren,2011,19,0.2
Kyle Weaver,2011,73,1.5
Mario West,2011,162,1.4
Jason Williams,2011,788,38.6
Jawad Williams,2011,90,0.6000000000000001
Antoine Wright,2011,297,3.0999999999999996
Julian Wright,2011,231,3.9000000000000004
Joe Alexander,2010,67,0.4
Rafer Alston,2010,671,32.8
Antonio Anderson,2010,1,0.0
Chucky Atkins,2010,696,27.8
Jonathan Bender,2010,262,3.9000000000000004
Josh Boone,2010,256,9.0
Ryan Bowen,2010,507,12.6
Primož Brezec,2010,342,10.9
Devin Brown,2010,465,13.1
Mardy Collins,2010,189,-1.6
JamesOn Curry,2010,1,0.0
Paul Davis,2010,82,0.4
Ricky Davis,2010,736,28.2
Yakhouba Diawara,2010,187,1.6
Travis Diener,2010,179,5.7
Michael Finley,2010,1103,85.30000000000001
Devean George,2010,630,18.299999999999997
J.R. Giddens,2010,38,0.1
Trey Gilder,2010,2,0.0
Taylor Griffin,2010,8,0.0
Malik Hairston,2010,62,0.7999999999999999
Marcus Haislip,2010,89,0.5
Jason Hart,2010,341,8.700000000000001
Trenton Hassell,2010,644,13.8
Jarvis Hayes,2010,427,10.2
Chris Hunter,2010,60,1.3
Lindsey Hunter,2010,937,32.800000000000004
Othello Hunter,2010,23,0.2
Steven Hunter,2010,400,10.6
Allen Iverson,2010,914,98.9
Cedric Jackson,2010,12,-0.2
Nathan Jawai,2010,45,0.19999999999999998
Anthony Johnson,2010,793,23.200000000000003
Dwayne Jones,2010,82,1.4000000000000001
Coby Karl,2010,24,0.0
Oliver Lafayette,2010,1,0.0
Marcus Landry,2010,18,-0.1
Desmond Mason,2010,643,23.2
Sean May,2010,119,2.6
Randolph Morris,2010,74,-2.7755575615628914e-17
Adam Morrison,2010,161,-1.5
Ronald Murray,2010,487,8.4
Rasho Nesterović,2010,811,39.9
Patrick O'Bryant,2010,90,0.5
Kevin Ollie,2010,662,14.600000000000001
Oleksiy Pecherov,2010,111,0.6
Chris Richard,2010,70,0.7
Kareem Rush,2010,346,1.7999999999999998
Kenny Thomas,2010,632,31.199999999999996
Tim Thomas,2010,824,35.2
Alando Tucker,2010,51,0.30000000000000004
Roko Ukić,2010,85,-0.2
Mike Wilks,2010,233,2.5
Marcus Williams,2010,216,-0.1
Alex Acker,2009,30,-0.2
Hassan Adams,2009,73,0.8
Brent Barry,2009,912,70.7
Maceo Baston,2009,105,2.3
Mark Blount,2009,605,18.699999999999996
Calvin Booth,2009,366,8.1
Bruce Bowen,2009,873,43.00000000000001
Andre Brown,2009,75,0.30000000000000004
Dee Brown,2009,676,33.5
Greg Buckner,2009,570,20.7
Speedy Claxton,2009,334,14.2
Joe Crawford,2009,2,0.0
Javaris Crittenton,2009,113,0.1
Austin Croshere,2009,659,27.600000000000005
Jermareo Davidson,2009,52,0.0
Juan Dixon,2009,436,6.299999999999999
Quincy Douby,2009,143,0.0
Desmon Farmer,2009,11,-0.1
Adonal Foyle,2009,733,18.7
Thomas Gardner,2009,20,-0.30000000000000004
Eddie Gill,2009,187,1.9000000000000001
Matt Harpring,2009,665,42.00000000000001
Walter Herrmann,2009,152,4.1
Steven Hill,2009,1,0.0
Bobby Jackson,2009,755,31.5
Jerome James,2009,358,2.8999999999999995
Marko Jarić,2009,447,12.0
Dontell Jefferson,2009,6,0.2
Linton Johnson,2009,151,2.6999999999999997
Damon Jones,2009,657,27.999999999999996
Fred Jones,2009,430,16.4
Tarence Kinsey,2009,109,1.5
Brevin Knight,2009,729,32.6
Rob Kurz,2009,40,0.7
Tyronn Lue,2009,554,19.599999999999998
Mark Madsen,2009,453,8.2
Stephon Marbury,2009,846,77.6
Donyell Marshall,2009,957,58.89999999999999
Rashad McCants,2009,249,3.5999999999999996
Chris Mihm,2009,436,13.5
Darius Miles,2009,446,9.5
Cuttino Mobley,2009,747,52.2
Dikembe Mutombo,2009,1196,117.0
DeMarcus Nelson,2009,13,-0.3
Demetris Nichols,2009,18,-0.2
Gabe Pruitt,2009,62,0.5
Jeremy Richardson,2009,45,-0.30000000000000004
Anthony Roberson,2009,65,0.5
Malik Rose,2009,813,26.5
Michael Ruffin,2009,414,6.7
Cheikh Samb,2009,22,-0.1
Mouhamed Sene,2009,47,0.4
Walter Sharpe,2009,8,-0.1
Cedric Simmons,2009,75,0.09999999999999998
Courtney Sims,2009,5,0.0
Sean Singletary,2009,37,0.0
Will Solomon,2009,115,0.0
Robert Swift,2009,97,1.6
Stromile Swift,2009,547,21.4
Wally Szczerbiak,2009,651,53.4
Mike Taylor,2009,51,-0.4
Jacque Vaughn,2009,776,15.299999999999999
Jake Voskuhl,2009,450,11.7
Lorenzen Wright,2009,778,30.499999999999996
Sun Yue,2009,10,-0.1
Shareef Abdur-Rahim,2008,830,71.10000000000001
Lance Allred,2008,3,0.0
Derek Anderson,2008,615,43.699999999999996
Darrell Armstrong,2008,840,49.699999999999996
James Augustine,2008,27,0.3
Andre Barrett,2008,67,0.30000000000000004
P.J. Brown,2008,1089,89.7
Sam Cassell,2008,993,87.80000000000001
Guillermo Díaz,2008,6,0.0
Dan Dickau,2008,300,5.8
Kaniel Dickens,2008,19,0.0
Michael Doleac,2008,587,12.7
Nick Fazekas,2008,26,0.8
Richie Frahm,2008,140,2.8
Steve Francis,2008,576,54.1
Jorge Garbajosa,2008,74,3.1
Pat Garrity,2008,552,18.700000000000003
Gordan Giriček,2008,384,8.0
Taurean Green,2008,17,-0.1
Adrian Griffin,2008,477,16.3
Anfernee Hardaway,2008,704,62.00000000000001
Othella Harrington,2008,709,23.099999999999998
David Harrison,2008,189,3.0999999999999996
Robert Horry,2008,1107,66.60000000000001
Troy Hudson,2008,517,10.6
Luke Jackson,2008,595,22.6
Casey Jacobsen,2008,287,6.2
Alexander Johnson,2008,102,1.5
DerMarr Johnson,2008,344,6.400000000000001
Bobby Jones,2008,865,74.6
Eddie Jones,2008,954,100.49999999999999
Viktor Khryapa,2008,143,2.0
Raef LaFrentz,2008,563,39.5
Keith Langford,2008,2,0.0
Stéphane Lasme,2008,16,0.3
Darrick Martin,2008,514,9.6
Jelani McCoy,2008,260,5.1
Jeff McInnis,2008,576,23.0
Alonzo Mourning,2008,838,89.7
Boštjan Nachbar,2008,317,8.8
Juan Carlos Navarro,2008,82,1.4
Ira Newble,2008,380,9.299999999999999
Bo Outlaw,2008,914,50.9
Andre Owens,2008,54,0.2
Smush Parker,2008,274,7.5
Ruben Patterson,2008,649,35.2
Kosta Perović,2008,7,0.0
Eric Piatkowski,2008,789,31.0
Scot Pollard,2008,506,26.5
Kasib Powell,2008,11,0.0
Eric Snow,2008,846,43.49999999999999
Kirk Snyder,2008,211,4.5
Awvee Storey,2008,60,0.30000000000000004
Damon Stoudamire,2008,878,55.5
Salim Stoudamire,2008,157,2.3
D.J. Strawberry,2008,33,-0.2
Billy Thomas,2008,53,0.5
Marcus Vinicius,2008,26,0.2
Antoine Walker,2008,893,38.10000000000001
Darius Washington,2008,18,0.0
Chris Webber,2008,831,84.5
Bonzi Wells,2008,591,29.400000000000006
Aaron Williams,2008,715,28.8
Justin Williams,2008,49,1.1
Loren Woods,2008,215,3.1999999999999997
Rafael Araújo,2007,139,-0.4000000000000001
Esteban Batista,2007,70,0.30000000000000004
Will Blalock,2007,14,-0.1
Cedric Bozeman,2007,23,-0.3
Pat Burke,2007,127,-0.09999999999999998
Jackie Butler,2007,69,1.4000000000000001
Kelvin Cato,2007,541,28.6
Doug Christie,2007,827,55.7
Dale Davis,2007,1094,86.70000000000002
Daniel Ewing,2007,127,0.8
Danny Fortson,2007,440,22.4
Matt Freije,2007,42,-0.6
Andreas Glyniadakis,2007,13,-0.2
Lynn Greer,2007,41,0.7
Eddie Griffin,2007,303,10.8
Mike Hall,2007,2,0.0
Junior Harrington,2007,140,-0.9
Alan Henderson,2007,652,28.1
Robert Hite,2007,12,-0.2
Julius Hodge,2007,23,0.0
Mile Ilić,2007,5,-0.2
Marc Jackson,2007,387,13.0
Šarūnas Jasikevičius,2007,138,4.4
Jumaine Jones,2007,471,15.100000000000001
Yaroslav Korolev,2007,34,0.0
James Lang,2007,11,0.1
Randy Livingston,2007,203,2.4
Renaldo Major,2007,1,-0.1
Damir Markota,2007,30,-0.2
Rawle Marshall,2007,63,0.2
Chris McCray,2007,5,-0.1
Ivan McFarlin,2007,11,0.1
Aaron McKie,2007,793,40.0
Keith McLeod,2007,200,1.9
Stanislav Medvedenko,2007,263,6.0
David Noel,2007,68,0.4
Michael Olowokandi,2007,500,2.5
Scott Padgett,2007,448,13.1
Gary Payton,2007,1335,145.50000000000006
Kevinn Pinkney,2007,6,0.2
Vitaly Potapenko,2007,610,15.5
Roger Powell,2007,3,-0.1
Allan Ray,2007,47,0.6
Justin Reed,2007,136,0.5
Jared Reiner,2007,46,-0.1
Lawrence Roberts,2007,87,2.5
Bernard Robinson,2007,128,2.1
Clifford Robinson,2007,1380,89.6
Jalen Rose,2007,923,47.19999999999999
Jamal Sampson,2007,72,1.3
Luke Schenscher,2007,31,0.3
Wayne Simien,2007,51,0.8
Uroš Slokar,2007,20,0.1
Steven Smith,2007,8,-0.1
Pape Sow,2007,76,0.8999999999999999
Vassilis Spanoulis,2007,31,-0.1
Mike Sweetney,2007,233,7.699999999999999
Donell Taylor,2007,98,0.0
Maurice Taylor,2007,534,9.9
Dijon Thompson,2007,16,0.2
Jake Tsakalidis,2007,315,9.9
Dajuan Wagner,2007,103,-5.551115123125783e-17
David Wesley,2007,949,61.4
Alvin Williams,2007,460,21.5
Eric Williams,2007,658,23.1
Shammond Williams,2007,325,8.899999999999999
Corliss Williamson,2007,822,34.70000000000001
Kevin Willis,2007,1424,81.89999999999999
Bracey Wright,2007,26,0.5
Shandon Anderson,2006,719,23.6
Martynas Andriuškevičius,2006,6,0.0
Stacey Augmon,2006,1001,43.80000000000001
Vin Baker,2006,791,47.099999999999994
Jon Barry,2006,821,37.39999999999999
Eddie Basden,2006,19,0.2
Lonny Baxter,2006,162,2.9
Michael Bradley,2006,173,1.9000000000000001
Rick Brunson,2006,337,3.499999999999999
Antonio Burks,2006,81,0.09999999999999998
Kevin Burleson,2006,39,-0.2
Žarko Čabarkapa,2006,150,1.2000000000000002
Calbert Cheaney,2006,825,23.3
Mateen Cleaves,2006,167,-0.7999999999999999
Antonio Davis,2006,903,59.6
Tony Delk,2006,545,19.599999999999998
John Edwards,2006,65,0.1
Howard Eisley,2006,786,19.5
Noel Felix,2006,12,-0.3
Gerald Fitch,2006,18,0.1
Marcus Fizer,2006,289,2.7
Sharrod Ford,2006,3,0.0
Deng Gai,2006,2,0.0
Reece Gaines,2006,71,-0.6
Anthony Goldwire,2006,266,6.5
Brian Grant,2006,756,54.599999999999994
Devin Green,2006,27,-0.1
Anthony Grundy,2006,12,0.2
Zendon Hamilton,2006,134,3.1
Randy Holcomb,2006,4,0.0
Jermaine Jackson,2006,135,1.0000000000000002
Jim Jackson,2006,885,35.9
Ervin Johnson,2006,845,37.8
Mario Kasun,2006,73,0.8999999999999999
Toni Kukoč,2006,846,59.800000000000004
Maciej Lampe,2006,64,-0.20000000000000004
Voshon Lenard,2006,565,29.7
Arvydas Macijauskas,2006,19,0.0
Walter McCarty,2006,593,13.8
Aaron Miles,2006,19,0.0
Sergei Monia,2006,26,-0.2
Terence Morris,2006,139,1.0
Lamond Murray,2006,736,19.800000000000004
Boniface N'Dong,2006,23,0.2
Lee Nailon,2006,306,8.1
Moochie Norris,2006,445,10.000000000000002
Greg Ostertag,2006,756,33.8
Milt Palacio,2006,470,3.9000000000000004
Zoran Planinić,2006,148,1.6
Pavel Podkolzin,2006,6,-0.1
Laron Profit,2006,135,0.7
Željko Rebrača,2006,215,8.2
Bryon Russell,2006,841,47.5
Melvin Sanders,2006,16,0.2
Alex Scales,2006,1,0.0
Ha Seung-Jin,2006,46,-0.2
Charles Smith,2006,779,43.3
Donta Smith,2006,61,0.5
Chris Taft,2006,17,0.5
James Thomas,2006,33,0.4
John Thomas,2006,208,3.1999999999999997
Nikoloz Tskitishvili,2006,172,-1.6
Nick Van Exel,2006,880,55.9
Keith Van Horn,2006,575,41.7
Jackson Vroman,2006,87,0.0
Samaki Walker,2006,445,14.4
Matt Walsh,2006,2,0.0
Jiří Welsch,2006,247,5.699999999999999
Robert Whaley,2006,23,0.0
Qyntel Woods,2006,167,1.3
Derrick Zimmerman,2006,2,0.0
Cory Alexander,2005,307,3.0000000000000004
Kenny Anderson,2005,858,62.3
Maurice Baker,2005,5,0.0
Travis Best,2005,708,30.900000000000002
Tony Bobbitt,2005,2,0.0
Curtis Borchardt,2005,83,0.9
Shawn Bradley,2005,832,40.8
Torraye Braggs,2005,22,0.2
Jamison Brewer,2005,54,-0.09999999999999998
Damone Brown,2005,39,-0.6
Kedrick Brown,2005,143,3.0
Tierre Brown,2005,134,-0.3999999999999999
Rodney Buford,2005,230,2.8000000000000003
Elden Campbell,2005,1044,62.8
Geno Carlisle,2005,6,0.1
Lionel Chalmers,2005,36,-0.2
Derrick Coleman,2005,781,64.2
Jason Collier,2005,151,1.9
Omar Cook,2005,22,-0.1
Michael Curry,2005,667,17.800000000000004
Erik Daniels,2005,21,-0.1
Andrew DeClercq,2005,587,19.3
Vlade Divac,2005,1134,96.3
Predrag Drobnjak,2005,278,5.699999999999999
Ndudi Ebi,2005,19,0.1
Corsley Edwards,2005,10,0.1
Obinna Ekezie,2005,143,1.7999999999999998
Luis Flores,2005,16,0.0
Tremaine Fowlkes,2005,103,2.1
Lawrence Funderburke,2005,318,13.0
Alex Garcia,2005,10,-0.2
Kendall Gill,2005,966,48.0
Dion Glover,2005,294,5.9
Tom Gugliotta,2005,763,40.3
Darvin Ham,2005,417,5.6
Ben Handlogten,2005,38,0.8999999999999999
Lucious Harris,2005,800,28.6
Donnell Harvey,2005,205,4.8
Fred Hoiberg,2005,541,27.600000000000005
Allan Houston,2005,839,55.199999999999996
Ryan Humphrey,2005,85,-0.4
Brandon Hunter,2005,67,0.8
Horace Jenkins,2005,15,0.0
Britton Johnsen,2005,26,-0.8
Mark Jones,2005,16,-0.1
Kerry Kittles,2005,507,45.0
Brandin Knight,2005,1,0.0
Ibo Kutluay,2005,5,-0.1
Christian Laettner,2005,868,64.9
Raül López,2005,113,2.0999999999999996
George Lynch,2005,774,32.1
Tony Massenburg,2005,683,15.5
Ron Mercer,2005,432,9.399999999999999
Anthony Miller,2005,181,3.6999999999999993
Reggie Miller,2005,1389,174.5
Jérôme Moïso,2005,145,2.1
Mamadou N'Diaye,2005,69,1.9000000000000001
Anthony Peeler,2005,827,30.999999999999996
Kirk Penney,2005,6,-0.2
Wesley Person,2005,733,43.9
Mark Pope,2005,153,1.2
Aleksandar Radojević,2005,15,-0.4
Peter John Ramos,2005,6,0.0
Glenn Robinson,2005,688,39.7
Rodney Rogers,2005,866,38.8
Daniel Santiago,2005,122,1.7999999999999998
Ansu Sesay,2005,127,1.4
Paul Shirley,2005,18,-0.2
Tamar Slay,2005,66,-0.3
Jabari Smith,2005,108,1.4
Steve Smith,2005,942,83.69999999999999
Theron Smith,2005,53,-0.30000000000000004
Latrell Sprewell,2005,913,56.300000000000004
Michael Stewart,2005,286,4.6
Erick Strickland,2005,501,13.4
Rod Strickland,2005,1094,85.80000000000003
Bruno Šundov,2005,102,-0.7
Bob Sura,2005,657,28.199999999999996
Yuta Tabuse,2005,4,0.0
Robert Traylor,2005,438,13.299999999999999
Charlie Ward,2005,630,33.0
Clarence Weatherspoon,2005,915,58.599999999999994
Jahidi White,2005,334,10.5
Rodney White,2005,218,1.7
Frank Williams,2005,86,-2.7755575615628914e-17
Jerome Williams,2005,587,37.9
Scott Williams,2005,746,26.4
Wang Zhizhi,2005,137,2.0
Robert Archibald,2004,44,0.0
Brandon Armstrong,2004,108,-0.6000000000000001
Dana Barros,2004,850,49.699999999999996
Mengke Bateer,2004,46,0.0
Jerome Beasley,2004,2,0.0
Troy Bell,2004,6,-0.2
Corie Blount,2004,644,18.299999999999997
Ruben Boumtje-Boumtje,2004,44,0.2
J.R. Bremer,2004,100,2.5
Mitchell Butler,2004,362,3.0000000000000004
Maurice Carter,2004,10,0.0
Keon Clark,2004,353,18.099999999999998
Bimbo Coles,2004,852,27.5
Chris Crawford,2004,252,6.4
Hubert Davis,2004,685,27.7
Derrick Dial,2004,82,0.7000000000000001
Bryce Drew,2004,243,2.3000000000000003
Desmond Ferguson,2004,7,0.0
Alton Ford,2004,73,0.8
Rick Fox,2004,930,44.8
Hiram Fuller,2004,4,-0.1
Horace Grant,2004,1165,118.0
Paul Grant,2004,16,-0.1
Travis Hansen,2004,41,0.2
Shane Heal,2004,49,-0.4
Tyrone Hill,2004,801,56.2
Mark Jackson,2004,1296,91.5
Chris Jefferies,2004,72,-0.5
Avery Johnson,2004,1054,56.599999999999994
Popeye Jones,2004,535,22.000000000000004
Sean Lampley,2004,45,1.1
Dan Langhi,2004,133,0.20000000000000004
Rusty LaRue,2004,98,0.5
Quincy Lewis,2004,159,0.7
Karl Malone,2004,1476,234.6
Jamal Mashburn,2004,611,43.699999999999996
Amal McCaskill,2004,114,0.39999999999999997
Oliver Miller,2004,493,21.3
Tracy Murray,2004,659,24.2
Charles Oakley,2004,1282,89.4
Doug Overton,2004,499,2.5
Robert Pack,2004,552,14.299999999999999
Cherokee Parks,2004,472,11.700000000000001
Desmond Penigar,2004,10,0.1
Scottie Pippen,2004,1178,125.10000000000001
Olden Polynice,2004,1058,46.900000000000006
Glen Rice,2004,1000,88.70000000000002
Eddie Robinson,2004,278,10.2
Sean Rooks,2004,749,16.3
Leon Smith,2004,15,0.2
Vladimir Stepania,2004,270,5.200000000000001
Gary Trent,2004,506,23.4
Jeff Trepagnier,2004,31,-0.2
Cezary Trybański,2004,22,-0.4
Slavko Vraneš,2004,1,0.0
John Wallace,2004,381,6.4
Chris Whitney,2004,579,21.3
Tariq Abdul-Wahad,2003,236,3.4
Courtney Alexander,2003,187,4.1000000000000005
John Amaechi,2003,294,0.4
Dalibor Bagarić,2003,95,-0.8999999999999999
Mike Batiste,2003,75,0.8
Corey Benjamin,2003,153,-0.8999999999999999
Randy Brown,2003,655,11.200000000000001
Mark Bryant,2003,797,26.200000000000003
Jason Caffey,2003,462,13.5
Chris Childs,2003,541,23.0
John Crotty,2003,477,12.100000000000001
Emanual Davis,2003,226,2.4999999999999996
Michael Dickerson,2003,212,9.5
Chris Dudley,2003,886,26.2
LaPhonso Ellis,2003,624,32.800000000000004
Evan Eschmeyer,2003,153,3.9000000000000004
Danny Ferry,2003,917,34.69999999999999
Joseph Forte,2003,25,-0.4
Greg Foster,2003,656,5.5
A.J. Guyton,2003,80,0.3
Tim Hardaway,2003,867,85.0
Adam Harrington,2003,19,0.0
Antonio Harvey,2003,187,0.4000000000000001
Kirk Haston,2003,27,-0.6000000000000001
Juaquin Hawkins,2003,58,0.4
Nate Huffman,2003,7,0.1
Ken Johnson,2003,80,0.8
Michael Jordan,2003,1072,213.9
Shawn Kemp,2003,1051,89.39999999999999
Steve Kerr,2003,910,47.2
Travis Knight,2003,371,7.8
Art Long,2003,98,0.9999999999999999
Grant Long,2003,1003,60.10000000000001
Todd MacCulloch,2003,223,12.0
Tito Maddox,2003,9,0.0
