Player,Year,Games Played,Win Share, relevancy
Bart Kofoed,1993,111,0.0, 0.38142464163248097
Jerome Lane,1993,218,2.1999999999999997, 0.7808430381965468
Reggie Lewis,1993,450,38.9, 2.1497048850111495
Kevin Lynch,1993,95,0.4, 0.3331783996854516
Travis Mays,1993,115,2.4, 0.43285628085939576
Rodney McCray,1993,768,55.9, 3.501512329535129
Kevin McHale,1993,971,113.1, 5.094345185655387
Isaiah Morris,1993,25,0.0, 0.08824282345066281
Ed Nealy,1993,540,15.3, 2.0848695235222445
Melvin Newbern,1993,33,0.0, 0.11551555072339006
Alan Ogg,1993,80,0.8, 0.28834124864751315
Matt Othick,1993,4,0.0, 0.01665191435975371
Walter Palmer,1993,48,-0.1, 0.16507711121014737
Kenny Payne,1993,144,-0.09999999999999998, 0.49234983848287467
Dražen Petrović,1993,290,21.400000000000002, 1.3286597883755016
Gary Plummer,1993,126,0.2, 0.43571061156805724
Paul Pressey,1993,724,49.199999999999996, 3.246000518511507
Anthony Pullard,1993,8,-0.1, 0.028713474846511045
Blair Rasmussen,1993,532,19.1, 2.117439315934557
Delaney Rudd,1993,239,0.7, 0.8288119000433614
Jeff Ruland,1993,332,34.3, 1.6749912128565325
Jeff Sanders,1993,55,-0.19999999999999998, 0.18736594442417748
Mike Sanders,1993,648,18.0, 2.495571026743433
Brad Sellers,1993,398,9.8, 1.514164441202989
Larry Smith,1993,883,46.20000000000001, 3.7408018785687727
Barry Stevens,1993,2,0.0, 0.009833732541571891
Alex Stivrins,1993,22,-0.1, 0.07644074757378377
Lamont Strothers,1993,13,-0.5, 0.0394597167935404
Terry Teagle,1993,687,13.5, 2.5576594304656948
Trent Tucker,1993,756,34.3, 3.120445758311078
Kiki Vandeweghe,1993,810,75.60000000000001, 3.9549303681893884
Gundars Vētra,1993,13,0.1, 0.048908535691178194
Darrell Walker,1993,720,27.300000000000004, 2.8874822651113643
Duane Washington,1993,19,0.30000000000000004, 0.07251268744493625
Marcus Webb,1993,9,0.1, 0.03527217205481456
Eddie Lee Wilkins,1993,322,2.6, 1.1416877053404264
Kennard Winchester,1993,122,1.2, 0.4378222794277566
Howard Wright,1993,19,0.1, 0.06936308114572365
Michael Ansley,1992,149,6.4, 0.6120746459908213
Miloš Babić,1992,21,-0.1, 0.07334880490277548
Winston Bennett,1992,136,1.6, 0.4921659129915371
Larry Bird,1992,897,145.89999999999998, 5.358925039691609
Myron Brown,1992,4,0.0, 0.01696906259783633
Tony Brown,1992,360,4.9, 1.3077707805649086
Demetrius Calip,1992,7,-0.2, 0.024046729025896454
Wayne Cooper,1992,984,37.0, 3.9405553188612576
Tom Copa,1992,33,0.2, 0.11898230526068528
Lanard Copeland,1992,33,-0.30000000000000004, 0.11110828951265378
Quintin Dailey,1992,528,12.500000000000002, 2.00018309266226
Brad Davis,1992,961,53.400000000000006, 4.1204139444876
Walter Davis,1992,1033,76.9, 4.735947230099627
Patrick Eddie,1992,4,-0.1, 0.015394259448230028
A.J. English,1992,151,1.1, 0.5354282608798693
Dave Feitl,1992,275,1.5, 0.9644547462055671
Anthony Frederick,1992,147,0.7, 0.5154926846450804
Tom Garrick,1992,251,5.9, 0.9519279029700625
Dan Godfread,1992,11,0.1, 0.04240750211107899
Rickey Green,1992,946,47.199999999999996, 3.971639785575646
Bob Hansen,1992,575,15.399999999999999, 2.2060796567281153
Craig Hodges,1992,695,27.3, 2.802572140622174
Dennis Hopson,1992,334,7.1000000000000005, 1.2537800862198836
Cedric Hunter,1992,1,0.0, 0.0067417898705636
Les Jepsen,1992,52,0.1, 0.1821802293838063
Vinnie Johnson,1992,984,50.7, 4.156303350357321
Albert King,1992,534,16.4, 2.082054960951451
Gary Leonard,1992,31,0.1, 0.11058932029289717
Tharon Mayes,1992,24,-0.4, 0.0788516681812293
Tim McCormick,1992,483,21.5, 1.988506285217736
Carlton McKinney,1992,9,-0.4, 0.027715304544865673
Rodney Monroe,1992,38,-0.2, 0.12972854720771465
John Morton,1992,128,0.4999999999999999, 0.4475703510731405
Keith Owens,1992,20,0.0, 0.07151451714329086
Jim Petersen,1992,491,13.600000000000001, 1.8913695636715655
Dave Popson,1992,41,-0.1, 0.14153062308459366
Brian Quinnett,1992,138,0.8, 0.4863856696128685
David Rivers,1992,114,-0.30000000000000004, 0.3872446531490174
Cliff Robinson,1992,629,30.700000000000003, 2.631115447708788
Ralph Sampson,1992,456,20.0, 1.872838783428187
Otis Smith,1992,375,12.3, 1.4754425772721385
Mike Smrek,1992,194,0.6000000000000001, 0.6741451542227469
Rory Sparrow,1992,836,28.099999999999994, 3.2958523840008427
Jon Sundvold,1992,502,8.9, 1.8548538156400693
Charles Thomas,1992,36,-0.1, 0.12448516853913912
Billy Thompson,1992,300,9.6, 1.17724107405095
Stephen Thompson,1992,19,0.0, 0.06810542623419996
Andre Turner,1992,170,1.7999999999999996, 0.6112246101998406
John Turner,1992,42,-0.1, 0.14493971399368458
João Vianna,1992,1,0.0, 0.0067417898705636
Sam Vincent,1992,396,10.8, 1.5234114391189528
Alexander Volkov,1992,149,4.4, 0.5805785829986954
Mitchell Wiggins,1992,389,15.3, 1.5704139444876
Randy Wittman,1992,543,17.1, 2.1237604011805136
Mark Alarie,1991,325,8.3, 1.242346408842789
Steve Alford,1991,169,3.1999999999999997, 0.6302132663946857
Cedric Ball,1991,7,0.0, 0.027546838334556893
Ken Bannister,1991,253,0.5999999999999999, 0.8756320208685583
Greg Butler,1991,55,-0.30000000000000004, 0.18645879252210162
Rick Calloway,1991,64,-0.3, 0.21714061070391982
Joe Barry Carroll,1991,705,35.5, 2.9661474109902475
Derrick Chievous,1991,154,2.7, 0.5712028870102906
Richard Coffey,1991,52,0.2, 0.1841055355428604
Dave Corzine,1991,891,37.5, 3.631734383073283
Pat Cummings,1991,683,22.5, 2.6864230015414288
Adrian Dantley,1991,955,134.4, 5.375900453223605
Byron Dinkins,1991,45,0.3, 0.16181670232883033
Larry Drew,1991,714,24.4, 2.8220260795657666
T.R. Dunn,1991,993,39.900000000000006, 4.017256931391106
Alex English,1991,1193,100.69999999999999, 5.656555428169918
Derrick Gervin,1991,77,2.1, 0.2992540681126528
Jim Grandholm,1991,26,0.4, 0.09861877820570937
Stuart Gray,1991,386,3.3000000000000003, 1.3715607968170194
Dave Greenwood,1991,823,46.4, 3.5400736815700613
Darrell Griffith,1991,765,22.0, 2.9580944403388516
Scott Haffner,1991,50,-0.2, 0.1709881411262534
Mike Higgins,1991,18,0.1, 0.0666216414841632
Roy Hinson,1991,507,30.200000000000003, 2.207682844061114
Steve Johnson,1991,626,26.799999999999997, 2.5598213551563176
Frank Kornet,1991,89,-0.1, 0.30551748973040516
Kurk Lee,1991,48,-0.1, 0.16574476245767783
Clifford Lett,1991,11,-0.1, 0.03960839882131423
Ian Lockhart,1991,1,0.0, 0.00709229288001144
Jeff Martin,1991,143,2.2, 0.5258288712622591
Mark McNamara,1991,278,2.8, 0.9955049628871697
Scott Meents,1991,39,0.1, 0.13821255057507228
Paul Mokeski,1991,694,13.6, 2.583765521226468
Sidney Moncrief,1991,767,90.40000000000002, 4.042077976487743
Chris Munk,1991,11,0.0, 0.04118320197092053
Craig Neal,1991,63,-0.4, 0.21215671664522262
Jawann Oldham,1991,329,4.3, 1.1929906464949005
Robert Reid,1991,919,40.199999999999996, 3.769708613567198
John Shasky,1991,136,2.5, 0.5066896443474417
Jack Sikma,1991,1107,112.39999999999999, 5.547625578492037
Clinton Smith,1991,46,0.30000000000000004, 0.16522579323792125
Derek Smith,1991,408,18.3, 1.6827812692579642
Everette Stephens,1991,38,-0.30000000000000004, 0.12850424706755617
Reggie Theus,1991,1026,66.89999999999999, 4.554953781784807
Irving Thomas,1991,26,-0.1, 0.09074476245767787
Jim Thomas,1991,161,5.0, 0.6312869958148718
Mychal Thompson,1991,935,59.199999999999996, 4.123466666537849
Kelly Tripucka,1991,707,44.4, 3.11312307312339
Kelvin Upshaw,1991,120,1.6, 0.4379709614555304
Darnell Valentine,1991,620,22.2, 2.4669258648198826
Milt Wagner,1991,53,0.4, 0.19066423275116393
Leon Wood,1991,274,6.8, 1.044860725235058
Mike Woodson,1991,786,34.8, 3.2312601525793667
A.J. Wynder,1991,6,0.0, 0.024137747425465983
Randy Allen,1990,70,0.2, 0.24585653763923648
Richard Anderson,1990,407,7.7, 1.5128304102233454
Uwe Blab,1990,235,0.3999999999999999, 0.8115061439384491
Adrian Branch,1990,130,2.0999999999999996, 0.4803232520272107
Raymond Brown,1990,16,-0.2, 0.055466415949902224
Stanley Brundy,1990,16,0.2, 0.06176562854832742
Torgeir Bryn,1990,3,0.0, 0.014297840430933005
Steve Bucknall,1990,18,-0.3, 0.060709794618477746
Rick Carlisle,1990,188,0.5000000000000001, 0.6528536743607827
Michael Cooper,1990,873,52.400000000000006, 3.8054037817337245
Charles Davis,1990,415,5.800000000000001, 1.510181877653553
Terry Dozier,1990,9,-0.2, 0.03160277958626587
Jay Edwards,1990,4,0.0, 0.017706931340023914
Bill Hanzlik,1990,748,24.699999999999996, 2.9430469456564157
Steve Harris,1990,207,3.2, 0.76014608667288
Michael Holton,1990,325,4.7, 1.1860408611897018
Ed Horton,1990,45,0.4, 0.1637788712111764
Eddie Hughes,1990,97,1.4, 0.35679962997996667
Michael Jackson,1990,89,-0.2, 0.30433005231353855
Dennis Johnson,1990,1100,82.7, 5.05643277242807
Eric Johnson,1990,48,-0.4, 0.1614077187415987
Marques Johnson,1990,691,79.69999999999999, 3.6148704961216986
Nate Johnston,1990,21,0.1, 0.07723627994417567
Anthony Jones,1990,164,0.8, 0.5757599019914198
Caldwell Jones,1990,1068,44.3, 4.342617453888342
Jeff Lebo,1990,4,0.0, 0.017706931340023914
Ralph Lewis,1990,99,-0.1, 0.33999576455405395
Lewis Lloyd,1990,388,19.900000000000006, 1.6401836672025867
Sidney Lowe,1990,193,4.0, 0.7250172391424577
John Lucas,1990,928,53.699999999999996, 4.013376222678607
Wes Matthews,1990,465,11.1, 1.7641009900372322
Mel McCants,1990,13,0.0, 0.0483887495218421
Mike McGee,1990,520,15.099999999999998, 2.014593116021484
Johnny Moore,1990,520,30.1, 2.250813588462429
Mike Morrison,1990,36,-0.3, 0.12207343098211411
Calvin Natt,1990,599,57.00000000000001, 2.9437538175247053
Kurt Nimphius,1990,564,17.4, 2.2008135884624287
Dyron Nix,1990,20,0.0, 0.07225238588547846
José Ortiz,1990,64,0.0, 0.22225238588547847
Žarko Paspalj,1990,28,-0.3, 0.09480070370938683
Jim Paxson,1990,922,56.599999999999994, 4.038590968562644
Harold Pressley,1990,299,10.0, 1.180869064482472
Doug Roth,1990,42,0.4, 0.15355159848390365
Scott Roth,1990,160,1.0999999999999999, 0.566847947803875
Jim Rowinski,1990,23,0.30000000000000004, 0.08720406806157008
Brian Rowsom,1990,82,2.5, 0.3229861009892723
Purvis Short,1990,842,51.1, 3.6792495226070248
Dexter Shouse,1990,3,-0.1, 0.012723037281326706
Jerry Sichting,1990,598,21.2, 2.376565199056559
Greg Stokes,1990,42,0.3, 0.15197679533429737
Jay Taylor,1990,17,-0.1, 0.060450310008599434
Leonard Taylor,1990,10,-0.1, 0.03658667364496307
Melvin Turpin,1990,361,13.799999999999999, 1.4520752205311478
Jay Vincent,1990,576,27.5, 2.400777797481756
Gary Voce,1990,1,0.0, 0.0074796586127511885
Mark Wade,1990,12,-0.3, 0.040255249163932284
Chris Welp,1990,109,1.0, 0.3914095082906323
Mike Williams,1990,21,0.0, 0.07566147679456937
Michael Young,1990,49,1.1, 0.18843885689478412
Kareem Abdul-Jabbar,1989,1560,273.3, 9.626617499101977
Michael Anderson,1989,36,0.2, 0.13037555207262866
Greg Ballard,1989,802,53.89999999999999, 3.5874084797748473
Ricky Berry,1989,64,2.4, 0.26047576681851264
Walter Berry,1989,205,8.1, 0.8309213645278899
Otis Birdsong,1989,696,48.3, 3.137855867033258
Dudley Bradley,1989,600,16.5, 2.309795738185728
Ron Cavenall,1989,58,-0.2, 0.19907633947420345
Mike Champion,1989,2,-0.1, 0.009742051714718827
Dallas Comegys,1989,142,1.0999999999999999, 0.5059124167827216
Darwin Cook,1989,612,22.899999999999995, 2.4514922306696216
Winston Crite,1989,31,0.0, 0.11018049122796149
Darryl Dawkins,1989,726,46.400000000000006, 3.2102073344634663
Fennis Dembo,1989,31,-0.1, 0.10860568807835519
Wayne Engelstad,1989,11,0.0, 0.04199867304614331
Rolando Ferreira,1989,12,-0.2, 0.04225815765602162
Ben Gillery,1989,24,0.0, 0.08631685486432511
Grant Gondrezick,1989,91,0.8, 0.32732437097026645
Orlando Graham,1989,7,0.0, 0.02836230940977967
Sylvester Gray,1989,55,0.7, 0.20302229509338743
Pétur Guðmundsson,1989,150,2.1999999999999997, 0.5505079787011182
Phil Hubbard,1989,665,29.0, 2.7282370409774246
Marc Iavaroni,1989,531,8.0, 1.9407101977419199
Bill Jones,1989,37,0.6, 0.14008385558014474
Shelton Jones,1989,51,0.3, 0.18308671885859856
Jeff Lamp,1989,291,5.199999999999999, 1.0784338913711253
Allen Leavell,1989,700,29.8, 2.8601536479924565
Keith Lee,1989,182,3.8, 0.6847957381857281
Rob Lock,1989,20,-0.2, 0.06953088492874888
Pace Mannion,1989,216,1.6, 0.7660591598034804
Ben McDonald,1989,176,2.5, 0.6438687517863008
Todd Mitchell,1989,24,-0.1, 0.08474205171471881
Richard Morton,1989,2,0.0, 0.011316854864325128
Norm Nixon,1989,768,47.50000000000001, 3.370711987290953
Dominic Pressley,1989,13,-0.2, 0.045667248565112534
Ramón Rivas,1989,28,0.0, 0.09995321850068875
Rob Rose,1989,2,0.0, 0.011316854864325128
Russ Schoene,1989,290,4.6, 1.0655759815643966
Keith Smart,1989,2,0.0, 0.011316854864325128
Brook Steppe,1989,238,4.699999999999999, 0.8898780574412757
John Stroeder,1989,46,-0.1, 0.1597420517147188
Barry Sumpter,1989,1,0.0, 0.00790776395523422
Anthony Taylor,1989,21,0.2, 0.079239188436265
Bernard Thompson,1989,204,3.3000000000000003, 0.7519217224376966
Ray Tolbert,1989,261,2.9000000000000004, 0.9399406916574532
Elston Turner,1989,505,8.5, 1.8599478498535877
Terry Tyler,1989,871,40.699999999999996, 3.6147617367540885
Pearl Washington,1989,194,1.9, 0.6957835692522993
Clinton Wheeler,1989,87,1.0, 0.3168376136331154
Eric White,1989,55,1.3, 0.21247111399102522
Jerome Whitehead,1989,679,16.5, 2.5791139200039095
Kevin Williams,1989,260,2.6, 0.9318071912995434
Alvan Adams,1988,988,73.4, 4.52905913261337
Joe Arlauckas,1988,9,-0.1, 0.034078817652740255
James Bailey,1988,595,16.3, 2.290073806915446
Kent Benson,1988,680,33.6, 2.8522874790700636
Nate Blackwell,1988,10,-0.1, 0.03748790856183116
Michael Brooks,1988,319,16.5, 1.3523143223055676
Norris Coleman,1988,29,-0.4, 0.09753622638573954
Jeff Cook,1988,518,17.8, 2.0511958541595408
Darren Daye,1988,328,9.299999999999999, 1.2696103137157324
Billy Donovan,1988,44,-0.1, 0.15339699947092206
Franklin Edwards,1988,296,3.9000000000000004, 1.075480034546083
Chris Engler,1988,195,0.7, 0.6807681519404996
Mike Evans,1988,591,9.3, 2.1662012228066416
Kenny Fields,1988,184,4.2, 0.6983862621767201
World B. Free,1988,886,67.8, 4.093142883508145
Artis Gilmore,1988,909,107.5, 4.796748824810937
Lancaster Gordon,1988,201,-2.7, 0.6476793903084309
Claude Gregory,1988,25,0.1, 0.09177387849740741
Dave Henderson,1988,22,-0.4, 0.07367259002210318
Kevin Henderson,1988,22,-0.2, 0.07682219632131577
Conner Henry,1988,93,0.10000000000000003, 0.32359206031558924
Clemon Johnson,1988,761,25.5, 3.0008647875883168
Kannard Johnson,1988,4,-0.1, 0.017033363107285707
Maurice Lucas,1988,855,58.7, 3.844153978712154
Bill Martin,1988,84,0.29999999999999993, 0.29605984843298366
Maurice Martin,1988,69,-0.2, 0.23704946904858848
Cedric Maxwell,1988,835,78.60000000000001, 4.089357987301988
Kevin McKenna,1988,243,4.1000000000000005, 0.8979478226634775
Chris McNealy,1988,108,2.6, 0.41409850269211035
Dirk Minniefield,1988,222,4.1, 0.8263569135725685
Mike Mitchell,1988,759,50.1, 3.3814481805732846
Andre Moore,1988,10,0.0, 0.03906271171143746
Ron Moore,1988,14,-0.1, 0.05112427219819479
Jay Murphy,1988,67,-0.5, 0.2255068777815878
Ronnie Murphy,1988,18,-0.2, 0.06318583268495213
Martin Nessley,1988,44,-0.1, 0.15339699947092206
Mike O'Koren,1988,407,14.5, 1.6208182593134417
Louis Orr,1988,569,25.700000000000003, 2.3494689393420747
Michael Phelps,1988,132,0.30000000000000004, 0.45969621206934724
Richard Rellford,1988,4,0.0, 0.018608166256892007
Johnny Rogers,1988,69,0.4, 0.24649828794622627
Carey Scurry,1988,180,5.3, 0.7020727331860258
Steve Stipanovich,1988,403,30.400000000000002, 1.8575755964644796
Andrew Toney,1988,468,26.9, 2.0240483953191686
Danny Vranes,1988,510,15.299999999999999, 1.9845530481466558
Granville Waiters,1988,249,1.8, 0.882181895677078
Jamie Waller,1988,9,-0.2, 0.032504014503133956
Chris Washburn,1988,72,-0.6000000000000001, 0.24097752917743603
Kermit Washington,1988,507,35.9, 2.298735224238281
Tony White,1988,49,-0.3, 0.16729284771716402
Nikita Wilson,1988,15,-0.1, 0.0545333631072857
Ricky Wilson,1988,24,0.3, 0.09151439388752908
Rickie Winslow,1988,7,-0.2, 0.025685832684952135
Brad Wright,1988,16,-0.1, 0.05794245401637661
Phil Zevenbergen,1988,8,0.0, 0.032244529893255644
Gene Banks,1987,468,31.1, 2.0907130166487247
Joe Binion,1987,11,0.1, 0.04456949481622655
Junior Bridgeman,1987,849,45.0, 3.608474290807637
Mike Brittain,1987,38,0.0, 0.1350401462120748
Kenny Carr,1987,674,33.5, 2.830781019512003
Fred Cofield,1987,50,-0.5, 0.16807522137313424
Don Collins,1987,303,10.4, 1.202228764680221
Bruce Douglas,1987,8,-0.2, 0.029617812640134925
Jerry Eaves,1987,168,2.6, 0.6191668462836567
Julius Erving,1987,836,106.1, 4.526360833398904
Mike Glenn,1987,593,25.3, 2.425510797607923
Stewart Granger,1987,80,-0.10000000000000009, 0.2766471612442867
Kenny Green,1987,60,-0.3, 0.20531573676325587
Jerome Henderson,1987,7,-0.1, 0.027783524880650314
Geoff Huston,1987,496,11.799999999999999, 1.8822305542292546
Myron Jackson,1987,8,0.0, 0.03276741893934752
Steffond Johnson,1987,29,-0.2, 0.10120872173104402
Clark Kellogg,1987,260,20.9, 1.2209921862979731
Curtis Kitchen,1987,6,0.1, 0.027524040270772
Jim Lampley,1987,1,0.0, 0.008903782575711162
Kyle Macy,1987,551,36.0, 2.450832916433979
Fernando Martín,1987,24,-0.4, 0.08101366088637686
Scooter McCray,1987,77,0.4, 0.27429390426504546
Hank McDowell,1987,206,2.0, 0.7392634819314735
Forrest McKenzie,1987,6,-0.2, 0.022799630821953104
Cozell McQueen,1987,3,0.1, 0.017296767543499278
Perry Moss,1987,136,0.9, 0.48330428364944056
Dennis Nutt,1987,25,0.3, 0.09544637384271189
Mark Olberding,1987,865,43.1, 3.6330984855105712
Dwayne Polee,1987,1,0.0, 0.008903782575711162
Ben Poquette,1987,718,30.299999999999997, 2.930387318724601
Clint Richardson,1987,586,16.7, 2.2662140903781447
Dan Roundfield,1987,746,65.0, 3.5722985570925325
Ron Rowan,1987,7,0.0, 0.029358328030256613
John Schweitz,1987,22,-0.5, 0.07262067591858876
McKinley Singleton,1987,2,0.0, 0.012312873484802072
Keith Smith,1987,42,0.0, 0.14867650984843844
Terence Stansbury,1987,192,2.4, 0.6978354218026258
David Thirdkill,1987,179,1.2, 0.6346196021891685
Nick Vanos,1987,68,-0.10000000000000003, 0.23573807033519575
Pete Verhoeven,1987,282,5.199999999999999, 1.0487480918097842
Bill Walton,1987,468,39.300000000000004, 2.2198468749164415
Marvin Webster,1987,579,28.2, 2.423452816219233
Scott Wedman,1987,906,53.699999999999996, 3.939800346641566
Rory White,1987,324,6.5, 1.2124023509364843
Gus Williams,1987,825,68.0, 3.8888608333989034
Pete Williams,1987,58,1.4, 0.22526920848838117
Ray Williams,1987,655,37.1, 2.8227012056251026
Michael Wilson,1987,32,0.20000000000000004, 0.11773520705674194
Othell Wilson,1987,127,1.2999999999999998, 0.45892167806604756
Al Wood,1987,417,15.300000000000002, 1.6680304826472931
Perry Young,1987,9,-0.1, 0.034601706698832134
Mike Bratz,1986,586,11.1, 2.178602995767313
Ron Brewer,1986,501,17.4, 1.988042866919783
Wallace Bryant,1986,102,1.3, 0.3742722871058959
Quinn Buckner,1986,719,24.7, 2.846185315022861
Butch Carter,1986,361,8.5, 1.3706126593320949
Bobby Cattage,1986,78,0.30000000000000004, 0.2767060737916511
Lorenzo Charles,1986,36,0.5, 0.13667386190904554
David Cooke,1986,6,0.0, 0.026527118888286766
Ron Crevier,1986,3,-0.1, 0.01472504301140774
Jeff Cross,1986,21,-0.1, 0.07608867937504411
Devin Durrant,1986,63,-0.2, 0.217695694407256
Rod Foster,1986,207,2.2, 0.746400060906898
Bill Garnett,1986,300,10.9, 1.2004533894681007
George Gervin,1986,791,88.2, 4.091639860477406
Mike Gibson,1986,64,0.30000000000000004, 0.2289788010643784
Georgi Glouchkov,1986,49,-0.5, 0.16524401223116433
Ken Green,1986,7,0.3, 0.034660619246196574
Ernie Grunfeld,1986,693,24.9, 2.7606985576857097
Steve Hayes,1986,212,2.9, 0.7744691374995968
Carl Henry,1986,28,0.2, 0.10467672518749936
Alfredrick Hughes,1986,68,-0.5, 0.23001673950389165
George Johnson,1986,1437,47.50000000000001, 5.65296770586037
Mickey Johnson,1986,904,58.60000000000001, 4.010725400921214
Earl Jones,1986,14,0.0, 0.053799846161014034
Edgar Jones,1986,363,15.0, 1.4797930458746862
Ozell Jones,1986,70,1.2, 0.26360657486538047
Yvon Joseph,1986,1,0.0, 0.009481664342832223
Harold Keeling,1986,20,0.1, 0.0758291947651658
Rich Kelley,1986,814,42.39999999999999, 3.448789108866812
Mitch Kupchak,1986,510,27.0, 2.169905787463806
Ronnie Lester,1986,250,6.3, 0.9575578991316654
Brian Martin,1986,8,-0.1, 0.03177049755686229
Bob McAdoo,1986,852,89.0, 4.312192831128802
Dwayne McClain,1986,45,-0.3, 0.15475725489401335
Billy McKinney,1986,476,15.7, 1.876043940649203
Tom McMillen,1986,729,27.199999999999996, 2.9196463028539275
