Player,Year,Games Played,Win Share, relevancy
Andy Panko,2001,1,0.0, 0.0047640651918747084
Will Perdue,2001,792,26.4, 3.1171030057788465
Sam Perkins,2001,1286,105.3, 6.043713599909125
Chris Porter,2001,51,0.2, 0.17836821694563276
Bryant Reeves,2001,395,13.0, 1.5526702928225118
J.R. Reid,2001,672,22.500000000000004, 2.6465947738532924
Terrance Roberson,2001,3,-0.1, 0.010007443860450226
Jamal Robinson,2001,6,-0.2, 0.01865991343811665
James Robinson,2001,381,5.7, 1.389982390173979
Detlef Schrempf,2001,1136,109.49999999999999, 5.598491695828953
Michael Smith,2001,590,24.8, 2.4032697917487824
Mike Smith,2001,17,-0.1, 0.05773471658772295
Tony Smith,2001,457,6.7, 1.6648213307609514
Derek Strong,2001,456,18.5, 1.8472390115054038
Žan Tabak,2001,247,2.4000000000000004, 0.8811957044187894
Dragan Tarlać,2001,43,-0.2, 0.14479627707448028
Jamel Thomas,2001,12,-0.30000000000000004, 0.0375396557430558
Otis Thorpe,2001,1257,106.6, 5.9653224044903705
David Vanterpool,2001,22,0.0, 0.0763549742827838
Loy Vaught,2001,689,35.6, 2.9108485319062627
Doug West,2001,676,17.8, 2.586215389458159
David Wingate,2001,740,11.799999999999999, 2.7099090186635997
Chris Anstey,2000,155,2.8, 0.5740010572701403
B.J. Armstrong,2000,747,45.10000000000001, 3.2583246077354233
Anthony Avent,2000,352,0.4000000000000002, 1.2077966907704982
Toby Bailey,2000,73,1.0, 0.26610914603177244
Charles Barkley,2000,1073,177.1, 6.448428401579374
Drew Barry,2000,60,0.6000000000000001, 0.2154917516151654
Benoit Benjamin,2000,807,32.6, 3.2660196685800904
Mario Bennett,2000,68,1.9, 0.2632369198327746
Lazaro Borrell,2000,17,0.3, 0.06417643307543741
A.J. Bramlett,2000,8,-0.2, 0.025620599145587737
Marcus Brown,2000,27,0.30000000000000004, 0.0982673421663465
Michael Cage,2000,1140,74.4, 5.059514657842796
Antoine Carr,2000,987,42.1, 4.029262331429052
John Celestand,2000,16,-0.1, 0.054468129567921304
Rex Chapman,2000,666,24.8, 2.662503204728981
Pete Chilcutt,2000,584,10.7, 2.160910506089038
Keith Closs,2000,130,1.9, 0.47460055619641095
Marty Conlon,2000,379,8.9, 1.4337004130324882
Terry Cummings,2000,1183,91.30000000000001, 5.4722472992171705
Ben Davis,2000,40,0.2, 0.14101072083492203
Mark Davis,2000,263,2.8999999999999995, 0.9437576786015648
Dale Ellis,2000,1209,84.6, 5.455371851829911
Tony Farmer,2000,101,3.3, 0.39778416392726273
Kiwane Lemorris Garris,2000,31,-0.2, 0.10402969005467864
Armen Gilliam,2000,929,58.099999999999994, 4.083503562638787
Devin Gray,2000,27,0.09999999999999998, 0.0951177358671339
Thomas Hamilton,2000,33,-0.3, 0.10927306872325415
Mark Hendrickson,2000,114,2.1, 0.42320470795016896
Derek Hood,2000,2,-0.1, 0.006740856840648582
Jeff Hornacek,2000,1077,108.9, 5.388049017184242
Rick Hughes,2000,21,0.1, 0.07466319041258845
Randell Jackson,2000,28,-0.1, 0.0953772204770122
DeMarco Johnson,2000,5,-0.1, 0.01696812956792131
Kevin Johnson,2000,735,93.0, 3.9717462254877494
Charles Jones,2000,1012,29.099999999999998, 3.909765194707506
Reggie Jordan,2000,186,3.0999999999999996, 0.6844072849007774
Joe Kleine,2000,965,19.099999999999998, 3.592057607019604
Andrew Lang,2000,737,28.499999999999996, 2.9628163758098682
Antonio Lang,2000,143,1.5999999999999999, 0.5141943285657739
Tim Legler,2000,310,12.0, 1.247292037943011
Jason Miskiri,2000,1,0.0, 0.004906569081163973
Eric Murdock,2000,508,25.6, 2.1364652662894676
Gheorghe Mureșan,2000,307,18.900000000000002, 1.345726182538573
Andrae Patterson,2000,40,0.7999999999999999, 0.15045953973255982
Chuck Person,2000,943,38.79999999999999, 3.8272938274920447
Bobby Phills,2000,467,27.099999999999994, 2.0203145862608345
Khalid Reeves,2000,277,8.4, 1.078099124557184
Rodrick Rhodes,2000,72,-1.7, 0.22018037008331143
Stanley Roberts,2000,300,8.1, 1.1517838060174561
Ryan Robertson,2000,1,0.0, 0.004906569081163973
Dennis Rodman,2000,911,89.8, 4.521352524700347
Roy Rogers,2000,137,1.7, 0.4953145862608347
John Salley,2000,748,41.5, 3.2050407852586873
Dennis Scott,2000,629,33.4, 2.6717999119587588
Malik Sealy,2000,493,17.1, 1.9514706349365685
Rik Smits,2000,867,56.49999999999999, 3.8469430758814505
Ryan Stack,2000,43,0.30000000000000004, 0.15281279671180106
Joe Stephens,2000,22,-0.1, 0.07492267502246676
Johnny Taylor,2000,54,0.1, 0.18716319041258847
Mirsad Türkcan,2000,17,0.0, 0.059452023626618514
Wayne Turner,2000,3,-0.1, 0.01014994774973949
Fred Vinson,2000,13,-0.2, 0.04266605369104228
Rex Walters,2000,335,6.500000000000001, 1.245905137441937
Bill Wennington,2000,720,17.599999999999998, 2.733208287048236
Mark West,2000,1090,41.9, 4.377249088766203
Lorenzo Williams,2000,253,7.3, 0.9789581080933328
Dedric Willoughby,2000,25,0.4, 0.09302396349777099
Haywoode Workman,2000,359,10.7, 1.3938650515435833
Tim Young,2000,25,0.2, 0.0898743571985584
Peter Aluma,1999,2,0.0, 0.00847315114441005
Keith Askins,1999,486,14.5, 1.8868196078373234
Thurl Bailey,1999,928,45.0, 3.8739527502854267
Mark Baker,1999,1,-0.1, 0.0034892570857128404
Corey Beck,1999,88,0.5000000000000001, 0.3095289850742597
Keith Booth,1999,45,-0.8, 0.14246563503846876
Gerald Brown,1999,33,-0.3, 0.10943055987740932
Willie Burton,1999,316,9.0, 1.2206599800635223
Cory Carr,1999,42,-1.2, 0.12593914971277084
James Cotton,1999,19,0.0, 0.0664276965989555
William Cunningham,1999,23,-0.1, 0.07848925708571283
Terry Dehere,1999,402,7.3, 1.4870701447020334
Bison Dele,1999,413,22.6, 1.7655150265917974
Joe Dumars,1999,1018,86.2, 4.829589829741404
Blue Edwards,1999,704,24.2, 2.7827573315309526
Brian Evans,1999,102,1.7000000000000002, 0.376153895596808
Duane Ferrell,1999,583,15.600000000000001, 2.234824260664811
Marlon Garnett,1999,24,0.0, 0.08347315114441003
Andrew Gaze,1999,26,0.1, 0.09186613611219817
Harvey Grant,1999,783,36.400000000000006, 3.2442014976011033
Ed Gray,1999,60,0.10000000000000009, 0.2077752270212891
Litterial Green,1999,148,1.6, 0.5313972742653835
Derek Harper,1999,1199,86.80000000000001, 5.456084103184496
J.R. Henderson,1999,30,-0.2, 0.1007780902997429
Steve Henson,1999,238,3.6000000000000005, 0.8697115190756914
Carl Herrera,1999,465,8.899999999999999, 1.7270397223684615
Jerald Honeycutt,1999,54,0.19999999999999998, 0.18889548471634993
Eddie Johnson,1999,1874,106.5, 8.067456687293301
Adonis Jordan,1999,10,-0.1, 0.03417107526753102
Jonathan Kerner,1999,1,0.0, 0.0050640602353191405
Chris King,1999,103,1.0, 0.3685393644586549
Negele Knight,1999,276,4.1000000000000005, 1.0071309893691773
Mark Macon,1999,251,0.09999999999999998, 0.8589115906576527
Rick Mahorn,1999,1117,51.599999999999994, 4.622207939977624
Lee Mayberry,1999,496,7.8, 1.8153987059046104
Kelly McCarty,1999,2,0.0, 0.00847315114441005
Loren Meyer,1999,140,0.5000000000000001, 0.48680171234698694
Marko Milič,1999,44,0.19999999999999998, 0.15480457562544084
Greg Minor,1999,277,8.2, 1.0751070094121267
Chris Morris,1999,747,37.3, 3.135647453220287
Makhtar N'Diaye,1999,4,0.0, 0.015291332962591867
Charles O'Bannon,1999,48,0.5, 0.17316534871062336
Jimmy Oliver,1999,78,0.30000000000000004, 0.272288469684138
Shawn Respert,1999,172,2.1, 0.6210894718315968
Pooh Richardson,1999,639,26.799999999999997, 2.6021113043298074
Eric Riley,1999,186,2.5, 0.6751159571572949
Jason Sasser,1999,14,0.0, 0.049382242053500953
Danny Schayes,1999,1138,48.60000000000001, 4.646554754580345
Dwayne Schintzius,1999,217,0.8999999999999999, 0.7556009249454122
Rony Seikaly,1999,678,37.3, 2.9004201804930143
Charles Shackleford,1999,303,7.3999999999999995, 1.1511449478516398
Casey Shaw,1999,9,-0.1, 0.030761984358440114
Jeff Sheppard,1999,18,0.3, 0.06774301513868349
Miles Simon,1999,5,-0.1, 0.017125620722076476
Alvin Sims,1999,4,-0.1, 0.013716529812985568
David Vaughn,1999,118,0.6000000000000001, 0.41337651549659327
Stojko Vranković,1999,170,1.3, 0.6016728648165647
Eric Washington,1999,104,0.0, 0.35620042387168277
Jamie Watson,1999,102,1.2000000000000002, 0.3682798798487765
DeJuan Wheat,1999,80,0.5, 0.2822562578015324
Tyson Wheeler,1999,1,0.1, 0.00663886338492544
Dominique Wilkins,1999,1074,117.69999999999999, 5.516561912776479
Gerald Wilkins,1999,900,33.900000000000006, 3.603695055224582
Herb Williams,1999,1102,36.1, 4.326977088152284
Hot Rod Williams,1999,887,70.6, 4.137329629311912
Jayson Williams,1999,475,20.000000000000004, 1.9359337810656698
Micheal Williams,1999,413,28.499999999999996, 1.858428412418569
Travis Williams,1999,47,0.5, 0.16975625780153245
Trevor Winter,1999,1,0.0, 0.0050640602353191405
Joe Wolf,1999,592,3.4999999999999996, 2.074954897744267
Korleone Young,1999,3,0.1, 0.013457045203107256
Greg Anderson,1998,680,18.6, 2.6129242279782448
Vincent Askew,1998,467,22.2, 1.9434807777277079
Anthony Bowie,1998,461,12.2, 1.7655459173125323
Tim Breaux,1998,102,-0.2, 0.34640669039771477
Scott Brooks,1998,680,23.4, 2.688514779159347
Adrian Caldwell,1998,197,1.0, 0.6891679645566268
Tom Chambers,1998,1107,78.99999999999999, 5.019787148522267
James Collins,1998,23,0.0, 0.08023811487874559
Lloyd Daniels,1998,200,3.2, 0.7340409065752381
Yinka Dare,1998,110,-0.7, 0.36580540192241057
Clyde Drexler,1998,1086,135.6, 5.839534822108523
Tony Dumas,1998,156,1.3, 0.5541196467327183
Ledell Eackles,1998,441,10.700000000000001, 1.6737420518866197
Harold Ellis,1998,145,4.6, 0.5685881506697262
Reggie Geary,1998,101,0.6, 0.35559602468547424
Greg Graham,1998,207,1.4000000000000001, 0.729558086245961
Jeff Grayer,1998,438,9.0, 1.6367431256160399
Derek Grimm,1998,9,0.0, 0.032510842151472874
Jack Haley,1998,341,2.9, 1.2099983153082374
Reggie Hanson,1998,8,0.0, 0.02910175124238196
Sean Higgins,1998,220,0.5, 0.7597030397176862
Stephen Howard,1998,120,1.6, 0.4361167834542645
Bobby Hurley,1998,269,-1.2, 0.8999768407198335
Henry James,1998,212,3.6, 0.7812492100827543
Dontae' Jones,1998,15,-0.3, 0.048240978157199424
Tim Kempton,1998,280,3.3, 1.008342982452117
Priest Lauderdale,1998,74,-0.8, 0.24150332604553157
Jason Lawson,1998,17,0.5, 0.06765758517223164
Alton Lister,1998,953,36.6, 3.8270706130891967
Horacio Llamas,1998,28,-0.1, 0.09570876627459383
Brad Lohaus,1998,656,15.200000000000003, 2.4775627390734485
Gerald Madkins,1998,48,0.4, 0.1717646002044435
Bob McCann,1998,178,2.1, 0.6417180719295688
Xavier McDaniel,1998,870,47.9, 3.722068823540163
Michael McDonald,1998,1,-0.1, 0.003663311729139299
Nate McMillan,1998,796,50.199999999999996, 3.50601656870838
Lawrence Moten,1998,119,0.09999999999999998, 0.40908564530107916
Martin Müürsepp,1998,83,2.0, 0.3162796324163261
Pete Myers,1998,377,5.7, 1.3768200762244864
Ivano Newbill,1998,134,1.1, 0.47597004043350577
Jeff Nordgaard,1998,13,0.0, 0.04614720578783651
Brian Oliver,1998,118,-0.49999999999999994, 0.3962277354943504
Ricky Pierce,1998,969,72.10000000000001, 4.440671185744887
Mark Price,1998,722,71.1, 3.58287769970337
Chris Robinson,1998,76,-0.09999999999999998, 0.2593451299109575
Donald Royal,1998,504,19.1, 2.020798243726276
Clifford Rozier,1998,173,3.9000000000000004, 0.6530190740770275
Kevin Salvadori,1998,39,-0.2, 0.13163396312498754
Shea Seals,1998,4,-0.1, 0.013890584456412027
God Shammgod,1998,20,-0.1, 0.06843603900186657
Kebu Stewart,1998,15,0.2, 0.05611499390523092
Ed Stokes,1998,4,0.0, 0.015465387606018326
Carl Thomas,1998,63,0.7, 0.2276253732896261
Brooks Thompson,1998,168,2.0, 0.6060523596890534
Spud Webb,1998,814,40.2, 3.409899890111387
Bubba Wells,1998,39,0.1, 0.13635837257380645
Donald Whiteside,1998,30,0.1, 0.10567655439198825
Buck Williams,1998,1307,120.10000000000001, 6.348849424828638
Dontonio Wingfield,1998,114,1.7000000000000002, 0.41723704114932536
Sharone Wright,1998,203,1.4, 0.7159217226095974
George Zídek,1998,135,0.8999999999999999, 0.47622952504338406
Rafael Addison,1997,379,4.9, 1.3712321929758888
Jerome Allen,1997,117,0.10000000000000003, 0.4024598236129683
Derrick Alston,1997,139,2.5999999999999996, 0.5168299023531258
Ashraf Amaya,1997,85,1.9000000000000001, 0.3217153712149726
Willie Anderson,1997,555,28.0, 2.335011720534944
Elmer Bennett,1997,21,-0.30000000000000004, 0.06888788374181584
Dexter Boney,1997,8,0.0, 0.02929411137245291
Melvin Booker,1997,32,-0.1, 0.10953749004102843
Donnie Boyce,1997,30,-0.3, 0.09956970192363401
Mark Bradtke,1997,36,0.2, 0.12789826312621097
Frank Brickowski,1997,731,30.0, 2.96650778352707
Mike Brown,1997,626,15.799999999999999, 2.38493119082843
Jimmy Carruth,1997,4,0.0, 0.015657747736089276
Randolph Childress,1997,51,-0.2, 0.1727354141641494
Joe Courtney,1997,96,0.4, 0.33559332397087804
Earl Cureton,1997,674,14.5, 2.528095113519912
Sasha Danilović,1997,75,4.3, 0.3254197377146147
Dell Demps,1997,20,0.2, 0.07335280858075642
Greg Dreiling,1997,474,4.2, 1.6840722072922811
Nate Driggers,1997,15,-0.2, 0.05000814143687667
Kevin Duckworth,1997,684,24.900000000000002, 2.725965550169876
Acie Earl,1997,193,0.3, 0.66470033900309
Craig Ehlo,1997,873,41.10000000000001, 3.6254018422242784
Matt Fish,1997,50,0.6000000000000001, 0.1819247484519089
Kevin Gamble,1997,649,33.3, 2.7389308329186233
Evric Gray,1997,5,-0.1, 0.017492035495573884
Steve Hamer,1997,35,0.2, 0.12448917221712005
Darrin Hancock,1997,133,1.1, 0.47275330965448586
Chris Jent,1997,6,0.2, 0.025625535853483688
Frankie King,1997,13,0.0, 0.04633956591790746
Jimmy King,1997,64,0.0, 0.2202032022815438
Stacey King,1997,438,10.9, 1.6668567455886305
Larry Krystkowiak,1997,420,15.7, 1.6810836604060964
Eric Leckner,1997,449,6.2, 1.6303409975571344
Martin Lewis,1997,25,0.1, 0.08882345997660468
John Long,1997,893,32.1, 3.55185137694153
Rich Manning,1997,55,-0.30000000000000004, 0.18479697465090672
Šarūnas Marčiulionis,1997,363,20.1, 1.556056817170592
Cuonzo Martin,1997,7,-0.1, 0.0243102173137557
Eric Mobley,1997,113,1.1, 0.4045714914726677
Tracy Moore,1997,119,1.7999999999999998, 0.43604965897445724
Ruben Nembhard,1997,10,0.2, 0.039261899489847325
Gaylon Nickerson,1997,4,0.1, 0.017232550885695575
Ken Norman,1997,646,27.1, 2.63106576491576
Ed O'Bannon,1997,128,1.1, 0.4557078551090313
Ray Owes,1997,57,0.4, 0.20263877851633263
Robert Parish,1997,1611,147.0, 7.80902746856644
Ed Pinckney,1997,793,42.7, 3.377871419890707
Dino Radja,1997,224,14.200000000000001, 0.9892797949801837
Fred Roberts,1997,818,26.3, 3.204830976082546
Rumeal Robinson,1997,336,5.1, 1.2277908901841925
Lou Roe,1997,66,0.0, 0.2270213840997256
Steve Scheffler,1997,174,3.0, 0.6424472967697328
Brent Scott,1997,16,0.0, 0.05656683864518018
Byron Scott,1997,1073,75.30000000000001, 4.845802701207814
James Scott,1997,8,-0.1, 0.02771930822284661
Lionel Simmons,1997,454,16.9, 1.8158903891104627
Kenny Smith,1997,737,46.900000000000006, 3.25310406126508
Stevin Smith,1997,8,-0.1, 0.02771930822284661
Elmore Spencer,1997,157,5.551115123125783e-17, 0.5372486568269984
Matt Steigenga,1997,2,0.0, 0.008839565917907457
Larry Stewart,1997,270,9.8, 1.0768066382156884
Brett Szabo,1997,70,0.4, 0.24695696033451445
LaSalle Thompson,1997,985,35.0, 3.911157031916476
Sedale Threatt,1997,951,48.1, 4.00154715360581
Wayman Tisdale,1997,840,45.60000000000001, 3.583767983956562
Keith Tower,1997,53,0.0, 0.18270320228154383
Robert Werdann,1997,47,0.1, 0.16382345997660466
Ennis Whatley,1997,385,9.5, 1.464127683312324
David Wood,1997,412,10.1, 1.5656219567554164
Aleksandar Djordjevic,1997,8,0.1, 0.03086891452205921
Michael Adams,1996,653,47.00000000000001, 2.9685278188726016
Steve Bardo,1996,33,-0.09999999999999998, 0.113159171771671
Anthony Bonner,1996,318,10.599999999999998, 1.2532540178704539
Marques Bragg,1996,53,0.1, 0.1844905962527018
Junior Burrough,1996,61,-0.2, 0.20703891407661018
Robert Churchwell,1996,4,-0.1, 0.014295535408034639
Charles Claxton,1996,3,0.0, 0.012461247648550028
Anthony Cook,1996,116,1.1, 0.41501135502149206
Rastko Cvetković,1996,14,-0.1, 0.04838644449894373
Richard Dumas,1996,102,4.5, 0.4208273893808335
Doug Edwards,1996,85,0.30000000000000004, 0.2967311116428235
James Edwards,1996,1168,59.8, 4.925784440204026
LeRon Ellis,1996,91,1.3, 0.3329336885934319
Vincenzo Esposito,1996,30,-0.6, 0.09505788329636677
Vern Fleming,1996,893,52.099999999999994, 3.8670245976843414
Sherell Ford,1996,28,0.4, 0.10398773297424795
Kenny Gattison,1996,494,17.0, 1.9540414194452569
Gerald Glass,1996,201,1.8, 0.7158077043414633
Ron Grandison,1996,105,1.1, 0.377511355021492
Greg Grant,1996,274,1.4999999999999998, 0.9599469312562808
Geert Hammink,1996,8,0.0, 0.029506702194004572
Alvin Heggs,1996,4,0.1, 0.017445141707247237
Donald Hodge,1996,249,1.8000000000000003, 0.879444067977827
Byron Houston,1996,214,3.9000000000000004, 0.7931967523013775
Darryl Johnson,1996,11,0.0, 0.0397339749212773
Magic Johnson,1996,906,155.70000000000002, 5.542838842494649
Randolph Keys,1996,241,2.3, 0.8600453564531313
Jon Koncak,1996,784,29.099999999999998, 3.133228964183983
Cedric Lewis,1996,3,0.1, 0.014036050798156327
Jeff Malone,1996,905,54.2, 3.941004554735164
Clint McDaniel,1996,12,0.2, 0.046292672129580804
Harold Miner,1996,200,4.2, 0.7501938890229237
Todd Mundt,1996,33,0.1, 0.11630877807088359
Howard Nathan,1996,5,-0.1, 0.017704626317125546
Dan O'Sullivan,1996,45,0.2, 0.15879267212958081
Mike Peplowski,1996,68,1.0, 0.2498001882355221
Tim Perry,1996,481,14.5, 1.8703531588869178
Kevin Pritchard,1996,94,0.4000000000000001, 0.32898773297424794
Terrence Rencher,1996,36,-0.2, 0.12181164134933743
Jerry Reynolds,1996,443,10.4, 1.6762407752076052
Doc Rivers,1996,864,68.2, 4.021704268407319
Alvin Robertson,1996,779,52.199999999999996, 3.4799630371975834
Trevor Ruffin,1996,110,1.3, 0.3977064158661592
Stefano Rusconi,1996,7,-0.1, 0.024522808135307363
Scott Skiles,1996,600,30.6, 2.5295782841553507
Doug Smith,1996,296,3.0, 1.0585689785003751
Greg Sutton,1996,168,0.9, 0.5891344759950068
Larry Sykes,1996,1,0.0, 0.005643065830368211
Bob Thornton,1996,283,1.2, 0.9859043399892801
Andy Toolson,1996,60,0.6, 0.21622824836436963
Jeff Turner,1996,612,8.899999999999999, 2.228755091599874
Logan Vander Velden,1996,15,-0.1, 0.05179553540803464
Jeff Webster,1996,11,0.0, 0.0397339749212773
Dwayne Whitfield,1996,8,0.0, 0.029506702194004572
Trevor Wilson,1996,103,0.8, 0.36596876375449133
Randy Woods,1996,151,0.7000000000000001, 0.5280303242412486
Alaa Abdelnaby,1995,256,4.800000000000001, 0.950786748023081
Danny Ainge,1995,1042,71.5, 4.680725903355937
John Battle,1995,612,17.8, 2.369147521108263
Sergei Bazarevich,1995,10,0.2, 0.03970943950482769
Tony Bennett,1995,152,1.6, 0.545847592690225
James Blackwell,1995,13,0.2, 0.04993671223210042
Manute Bol,1995,624,12.200000000000001, 2.3218676356394017
Walter Bond,1995,153,0.5999999999999999, 0.5335086521032528
Sam Bowie,1995,511,26.8, 2.1665616227546485
Tony Campbell,1995,690,20.599999999999998, 2.679151100206331
Bill Cartwright,1995,963,72.8, 4.431880162482638
Steve Colter,1995,526,17.4, 2.06966649032802
Lester Conner,1995,687,28.400000000000002, 2.7917584731483496
Corey Crowder,1995,58,0.30000000000000004, 0.20492060629079764
Johnny Dawkins,1995,541,21.8, 2.190094192547061
Tony Dawson,1995,6,0.0, 0.022923469569251457
James Donaldson,1995,957,62.1, 4.242921680020218
Pat Durham,1995,64,0.7, 0.23167436434376826
Jo Jo English,1995,50,0.0, 0.17292346956925148
Sleepy Floyd,1995,957,50.6, 4.061819317815494
Alphonso Ford,1995,11,-0.30000000000000004, 0.03524451466588711
Corey Gaines,1995,80,1.1, 0.292519031487648
Winston Garland,1995,511,14.2, 1.9681364259042549
Tate George,1995,177,1.4, 0.6279252591182851
Andrés Guibert,1995,22,-0.30000000000000004, 0.0727445146658871
Jerome Harmon,1995,10,0.0, 0.036559833205615094
Tony Harris,1995,14,0.10000000000000003, 0.05177099999158503
Rod Higgins,1995,779,37.699999999999996, 3.2518515296980985
Tom Hovasse,1995,2,0.0, 0.009287105932887825
Jay Humphries,1995,788,44.99999999999999, 3.3974939778011772
Keith Jennings,1995,164,7.699999999999999, 0.6828196757253001
Askia Jones,1995,11,-0.1, 0.038394120965099705
Rich King,1995,72,0.2, 0.25107307586846406
Greg Kite,1995,680,5.699999999999998, 2.4104145218240833
Doug Lee,1995,73,0.8, 0.2639309856751928
Jim Les,1995,321,8.1, 1.224346161050998
Cliff Levingston,1995,830,44.199999999999996, 3.528077370786145
Ryan Lorthridge,1995,37,0.4, 0.13490450034949483
Moses Malone,1995,1329,167.1, 7.16464680528865
Bob Martin,1995,54,0.3, 0.191284242654434
Darnell Mee,1995,40,-0.1, 0.13725775732873605
Dwayne Morton,1995,41,0.2, 0.14539125768664588
Julius Nwosu,1995,23,0.0, 0.0808780150237969
Derrick Phelps,1995,3,0.0, 0.012696196841978733
Kurt Rambis,1995,880,38.39999999999999, 3.607193333563525
Mark Randall,1995,127,1.0, 0.45117150106531445
Tree Rollins,1995,1156,63.699999999999996, 4.94652762132301
Aaron Swinson,1995,9,0.0, 0.03315074229652419
Roy Tarpley,1995,280,19.8, 1.2688254022822076
Tom Tolbert,1995,312,6.6, 1.1700422956250853
Anthony Tucker,1995,62,0.6, 0.22328137937598017
Henry Turner,1995,66,0.4, 0.23376813671313118
B.J. Tyler,1995,55,-0.7, 0.1789453020674619
Kenny Walker,1995,448,17.8, 1.8100566120173545
Morlon Wiley,1995,295,2.7000000000000006, 1.0506704273358942
John Williams,1995,435,19.9, 1.798809296340905
Danny Young,1995,574,20.1, 2.275822539003754
Mark Aguirre,1994,923,68.00000000000001, 4.220185633953701
Gary Alexander,1994,11,0.0, 0.04022858313050874
Eric Anderson,1994,27,0.2, 0.09792364397517589
Ron Anderson,1994,664,24.2, 2.6474673089715965
John Bagley,1994,665,16.6, 2.5311913605106087
Rolando Blackman,1994,980,75.8, 4.537338461441174
Randy Breuer,1994,681,21.000000000000004, 2.6550281536387406
Kevin Brooks,1994,126,-0.1, 0.430699234526357
Evers Burns,1994,23,0.1, 0.08271247718920595
Ben Coleman,1994,227,5.1, 0.8569071801240663
Duane Cooper,1994,88,-0.5, 0.29485456738247723
Chris Corchiani,1994,112,1.6, 0.4097436153423913
Brad Daugherty,1994,548,65.1, 2.8961072517060273
Brian Davis,1994,68,0.0, 0.23454676494869056
Bill Edwards,1994,3,-0.3, 0.008231446408962572
Jim Farmer,1994,136,0.7000000000000001, 0.47738856881411645
Tellis Frank,1994,264,4.1000000000000005, 0.9672955122643669
Chad Gallagher,1994,2,0.1, 0.011121568098296862
Mike Gminski,1994,938,55.699999999999996, 4.077621210188489
Ricky Grace,1994,3,0.0, 0.01295585585778147
Paul Graham,1994,179,5.7, 0.7027196353853405
Josh Grant,1994,53,0.5, 0.19128441706035845
Sean Green,1994,84,-1.4, 0.2670449753996569
Jay Guidinger,1994,64,0.4, 0.22720961391075212
Scott Haskin,1994,27,0.3, 0.09949844712478219
Skeeter Henry,1994,4,0.0, 0.01636494676687238
Tito Horford,1994,63,-0.5, 0.20962729465520455
Stanley Jackson,1994,17,0.2, 0.0638327348842668
Dave Jamerson,1994,90,0.2, 0.31269637124790317
Dave Johnson,1994,59,-0.30000000000000004, 0.19914053731805345
Frank Johnson,1994,596,17.200000000000003, 2.305412906680974
Alec Kessler,1994,210,2.0, 0.7501337370317255
Warren Kidd,1994,68,1.4, 0.25659400904317875
Bill Laimbeer,1994,1068,105.60000000000001, 5.306629800023852
Fat Lever,1994,752,61.199999999999996, 3.5301444743259274
Marcus Liberty,1994,267,3.9999999999999996, 0.9759479818420334
Todd Lichti,1994,237,5.5, 0.8972973018134006
Malcolm Mackey,1994,22,0.1, 0.07930338628011505
Roy Marble,1994,29,-0.5, 0.09371820374611362
Marlon Maxey,1994,98,2.6, 0.3777643741111816
Darren Morningstar,1994,23,0.4, 0.08743688663802485
Tod Murphy,1994,191,8.1, 0.7814240018849826
Jerrod Mustaf,1994,179,1.7000000000000002, 0.6397275094010886
Larry Nance,1994,920,109.50000000000001, 4.863501668313043
Chuck Nevitt,1994,155,0.5, 0.5390116897876311
Gerald Paddio,1994,129,0.09999999999999998, 0.44407611355284227
John Paxson,1994,772,36.3, 3.2062003082557773
Richard Petruška,1994,22,0.0, 0.07772858313050875
LaBradford Smith,1994,183,1.5, 0.6502142667382396
Reggie Smith,1994,66,0.4, 0.23402779572893392
Andre Spencer,1994,48,1.4, 0.18841219086136055
Isiah Thomas,1994,979,80.8, 4.612669528012399
Kevin Thompson,1994,14,0.0, 0.050455855857781465
Sedric Toney,1994,112,-5.551115123125783e-17, 0.3845467649486905
Matt Wenstrom,1994,11,0.1, 0.04180338628011504
Randy White,1994,281,1.8999999999999997, 0.9906043884275739
Corey Williams,1994,39,0.2, 0.13883273488426678
Kenny Williams,1994,260,7.3999999999999995, 1.0056276525650114
Orlando Woolridge,1994,851,53.099999999999994, 3.740085419207817
James Worthy,1994,926,81.3, 4.439861725578612
Luther Wright,1994,15,-0.1, 0.052290143617266076
Mark Acres,1993,375,9.399999999999999, 1.429456137695473
Kenny Battle,1993,134,3.6, 0.5165266459273986
William Bedford,1993,238,0.7999999999999998, 0.8269776122838769
Alex Blackwell,1993,27,0.0, 0.09506100526884462
Lance Blanks,1993,142,0.7000000000000001, 0.4981300818615432
Ricky Blanton,1993,2,0.0, 0.009833732541571891
Steve Burtt,1993,101,0.0, 0.34733373254157185
Dexter Cambridge,1993,53,0.4, 0.18999658150363347
Terry Catledge,1993,515,20.9, 2.0878312271729245
Maurice Cheeks,1993,1101,103.40000000000002, 5.384771098325395
Radisav Ćurčić,1993,20,0.3, 0.07592177835402715
Mark Eaton,1993,875,44.7, 3.6899071040519513
Sidney Green,1993,679,17.400000000000002, 2.591804026027613
Scott Hastings,1993,578,9.6, 2.12465119854014
Dave Hoppen,1993,169,3.5, 0.6342700245959741
Brian Howard,1993,95,0.8999999999999999, 0.3410524154334831
Byron Irvin,1993,87,2.1, 0.3326773259560314
Mike Iuzzolino,1993,122,3.7, 0.4771923581679141
Buck Johnson,1993,505,20.700000000000003, 2.050590711782803
Thomas Jordan,1993,4,-0.2, 0.013502308060541108
Bo Kimble,1993,105,0.1, 0.36254489932754175
Stan Kimbrough,1993,13,0.1, 0.048908535691178194
Bernard King,1993,874,75.20000000000002, 4.166812973772782
